,Engagements,Followers,Created,Type,Description,datetime,year,month,month_int,weekday,day_time,is_playoffs
3105,754586,31876549,2018-11-03 16:14:07 EDT,Video,"@joelembiid last two games combined: 80 PTS, 30 REB, 6 BLK #HereTheyCome ??",2018-11-03 16:14:07,2018,November,11,Saturday,afternoon,False
3106,628582,31876549,2018-11-03 15:37:36 EDT,Video,@sixers fans having fun this afternoon! (repost @sixers),2018-11-03 15:37:36,2018,November,11,Saturday,afternoon,False
3107,635475,31847136,2018-11-02 23:19:13 EDT,Video,@money23green lobs it up to @dameology for the big finish on ESPN!,2018-11-02 23:19:13,2018,November,11,Friday,night,False
3108,690262,31847136,2018-11-02 23:10:40 EDT,Video,"???? @cp3 puts up 32 PTS, 7 REB & 11 AST in the @houstonrockets W!",2018-11-02 23:10:40,2018,November,11,Friday,night,False
3109,635475,31847136,2018-11-02 22:38:48 EDT,Video,A timely jumper from @darrencollison_ clinches it for the @pacers!,2018-11-02 22:38:48,2018,November,11,Friday,night,False
3110,696629,31847136,2018-11-02 21:55:57 EDT,Video,@vicoladipo crosses over and finishes with the left in traffic!,2018-11-02 21:55:57,2018,November,11,Friday,night,False
3111,718834,31847136,2018-11-02 21:47:22 EDT,Video,NBA leading scorer @stephencurry30 (33 PPG) takes the floor ahead of @warriors / @timberwolves ESPN action (10:30pm/et)! #DubNation,2018-11-02 21:47:22,2018,November,11,Friday,night,False
3112,635475,31847136,2018-11-02 21:31:01 EDT,Video,@graysonjallen gets up top for the @utahjazz SLAM!,2018-11-02 21:31:01,2018,November,11,Friday,night,False
3113,696629,31847136,2018-11-02 21:12:45 EDT,Video,The steal. The SLAM. @russwest44 rocks the rim on ESPN!,2018-11-02 21:12:45,2018,November,11,Friday,night,False
3114,635475,31847136,2018-11-02 20:53:18 EDT,Video,@lukadoncic threads the needle to @deandre in Dallas!,2018-11-02 20:53:18,2018,November,11,Friday,evening,False
3115,756689,31847136,2018-11-02 20:40:05 EDT,Video,?? @cp3 bringing out all the moves in Brooklyn!,2018-11-02 20:40:05,2018,November,11,Friday,evening,False
3116,696629,31847136,2018-11-02 20:24:52 EDT,Video,@shai gets creative in the open floor!,2018-11-02 20:24:52,2018,November,11,Friday,evening,False
3117,696629,31847136,2018-11-02 20:06:57 EDT,Video,Step. Cross. @carislevert through the lane!,2018-11-02 20:06:57,2018,November,11,Friday,evening,False
3118,528800,31847136,2018-11-02 20:00:18 EDT,Video,@russwest44 mood. Watch @okcthunder vs. @washwizards on @nbaonespn!,2018-11-02 20:00:18,2018,November,11,Friday,evening,False
3119,600886,31847136,2018-11-02 15:10:34 EDT,Video,Two of the most ELECTRIFYING with the basketball... @stephencurry30 & the @warriors take on Derrick Rose & the @timberwolves tonight on @espn! (10:30pm/et),2018-11-02 15:10:34,2018,November,11,Friday,afternoon,False
3120,435599,31847136,2018-11-02 13:52:46 EDT,Album,#NBARooks stat leaders... any surprises?? ??,2018-11-02 13:52:46,2018,November,11,Friday,afternoon,False
3121,579699,31812793,2018-11-01 23:48:15 EDT,Video,"@swipathefox becomes the youngest player in @nbahistory with 31 points, 10 rebounds & 15 assists & records his first career triple-double in @sacramentokings win!",2018-11-01 23:48:15,2018,November,11,Thursday,postgame,False
3122,579699,31812793,2018-11-01 23:05:28 EDT,Video,@damianlillard finds a way for @trailblazers on @nbaontnt!,2018-11-01 23:05:28,2018,November,11,Thursday,night,False
3123,696642,31812793,2018-11-01 22:49:43 EDT,Video,The @celtics knock down a franchise-record 24 3PM to win their 4th straight game & improve to 6-2!,2018-11-01 22:49:43,2018,November,11,Thursday,night,False
3124,351816,31812793,2018-11-01 21:51:29 EDT,Photo,"?? @swipathefox (31p, 15a, 10r) notches his first career triple-double for the @sacramentokings!",2018-11-01 21:51:29,2018,November,11,Thursday,night,False
3125,635486,31812793,2018-11-01 21:42:58 EDT,Video,@joelembiid scores a season high 41 points and 13 rebounds to power @sixers to home win!,2018-11-01 21:42:58,2018,November,11,Thursday,night,False
3126,696642,31812793,2018-11-01 21:31:09 EDT,Video,@russwest44 dances inside before finishing the layup!,2018-11-01 21:31:09,2018,November,11,Thursday,night,False
3127,848220,31812793,2018-11-01 21:03:20 EDT,Video,@kyrieirving breaks down the defense & finds @gordonhayward!,2018-11-01 21:03:20,2018,November,11,Thursday,night,False
3128,756703,31812793,2018-11-01 20:58:58 EDT,Video,@larrydn7 with AUTHORITY! ??,2018-11-01 20:58:58,2018,November,11,Thursday,evening,False
3129,589195,31812793,2018-11-01 20:54:10 EDT,Video,@damianlillard gets pregame shots up with a young @trailblazers fan ahead of tip on @nbaontnt (10:30pm/et)! #RipCity #ThisIsWhyWePlay,2018-11-01 20:54:10,2018,November,11,Thursday,evening,False
3130,848220,31812793,2018-11-01 20:36:47 EDT,Video,@kyrieirving doing @kyrieirving things.,2018-11-01 20:36:47,2018,November,11,Thursday,evening,False
3131,696642,31812793,2018-11-01 20:10:01 EDT,Video,A little help from @stevenadams!,2018-11-01 20:10:01,2018,November,11,Thursday,evening,False
3132,488534,31812793,2018-11-01 18:50:14 EDT,Video,@giannis_an34 (Eastern Conference Player of the Week) works on attacking the rim prior to @bucks/@celtics matchup! (8:00pm @nbaontnt),2018-11-01 18:50:14,2018,November,11,Thursday,evening,False
3133,591248,31812793,2018-11-01 17:39:27 EDT,Video,"The 7-0 @bucks move the ball to free up space in the lane for the @giannis_an34 JAM! (??: 8pm/et, @nbaontnt) #FearTheDeer #NBABreakdown",2018-11-01 17:39:27,2018,November,11,Thursday,evening,False
3134,334529,31812793,2018-11-01 15:53:04 EDT,Photo,CLEVELAND to host #NBAAllStar 2022! (repost @nbaallstar),2018-11-01 15:53:04,2018,November,11,Thursday,afternoon,False
3135,488534,31812793,2018-11-01 13:50:43 EDT,Video,"Leading the team in PPG (16.6) & RPG (8.1), catch @jaytatum0 in action! @celtics vs. @bucks at 8pm/et @nbaontnt.",2018-11-01 13:50:43,2018,November,11,Thursday,afternoon,False
3136,723947,31812793,2018-11-01 08:32:32 EDT,Video,“I’m doing anything just to win...” Relive Derrick Rose’s unforgettable 50-point night. #ThisIsWhyWePlay,2018-11-01 08:32:32,2018,November,11,Thursday,morning,False
3137,718089,31812793,2018-11-01 07:57:13 EDT,Video,Fantastic finishes... we recap the most CLUTCH plays from around the Association last night!,2018-11-01 07:57:13,2018,November,11,Thursday,morning,False
3138,433817,31784770,2018-11-01 01:48:51 EDT,Album,7 winners from Wednesday’s Halloween hoops!,2018-11-01 01:48:51,2018,November,11,Thursday,deadzone,False
3139,433817,31784770,2018-11-01 01:16:49 EDT,Album,Who had the BEST NBA Halloween costume??,2018-11-01 01:16:49,2018,November,11,Thursday,deadzone,False
3140,657395,31784770,2018-11-01 00:40:38 EDT,Video,Behind-the-back @jonasjerebko8 for @easymoneysniper SLAM! #DubNation,2018-11-01 00:40:38,2018,November,11,Thursday,postgame,False
3141,369978,31784770,2018-10-31 23:38:40 EDT,Photo,A memorable 50 PTS for D.Rose! ??,2018-10-31 23:38:40,2018,October,10,Wednesday,postgame,False
3142,890249,31784770,2018-10-31 23:19:29 EDT,Video,@kingjames finds a cutting @zo! #LakeShow,2018-10-31 23:19:29,2018,October,10,Wednesday,night,False
3143,723606,31784770,2018-10-31 22:45:58 EDT,Video,D.Rose tallies a CAREER-HIGH 50 PTS in the @timberwolves victory! #AllEyesNorth,2018-10-31 22:45:58,2018,October,10,Wednesday,night,False
3144,723606,31784770,2018-10-31 22:43:52 EDT,Video,Derrick Rose is greeted by his @timberwolves teammates following his 50-point performance & game-winning block! #ThisIsWhyWePlay,2018-10-31 22:43:52,2018,October,10,Wednesday,night,False
3145,371461,31784770,2018-10-31 22:36:21 EDT,Photo,?? 50! ??,2018-10-31 22:36:21,2018,October,10,Wednesday,night,False
3146,717751,31784770,2018-10-31 22:11:56 EDT,Video,@sdinwiddie_2508 sends it to OT in Brooklyn!,2018-10-31 22:11:56,2018,October,10,Wednesday,night,False
3147,717751,31784770,2018-10-31 21:57:24 EDT,Video,@vicoladipo creates space for the jumper!,2018-10-31 21:57:24,2018,October,10,Wednesday,night,False
3148,854660,31784770,2018-10-31 21:12:29 EDT,Video,D.Rose doing it all! ??,2018-10-31 21:12:29,2018,October,10,Wednesday,night,False
3149,617475,31784770,2018-10-31 20:59:55 EDT,Video,“Let’s get Tropical!” -@klaythompson #PhantomCam,2018-10-31 20:59:55,2018,October,10,Wednesday,evening,False
3150,785991,31784770,2018-10-31 20:53:07 EDT,Video,Back-to-back blocks by @andredrummondd! #DetroitBasketball ??,2018-10-31 20:53:07,2018,October,10,Wednesday,evening,False
3151,779632,31784770,2018-10-31 20:06:31 EDT,Video,@bennythebull in the Halloween spirit! ??,2018-10-31 20:06:31,2018,October,10,Wednesday,evening,False
3152,599346,31784770,2018-10-31 17:29:49 EDT,Video,"Dressed as the Black Panther, @vicoladipo has arrived at MSG for Halloween hoops action! @pacers vs. @nyknicks at 8pm/et on ESPN ?? ??",2018-10-31 17:29:49,2018,October,10,Wednesday,evening,False
3153,551775,31784770,2018-10-31 15:44:17 EDT,Video,"Averaging 28.3 PPG, 8 APG & 6 RPG...catch @demar_derozan in action! @spurs vs. @suns at 10:30pm/et on ESPN.",2018-10-31 15:44:17,2018,October,10,Wednesday,afternoon,False
3154,674900,31784770,2018-10-31 12:31:36 EDT,Video,Kawhi Leonard puts up 31 points and 7 rebounds to help @raptors improve to 7-1!,2018-10-31 12:31:36,2018,October,10,Wednesday,lunch,False
3155,390077,31754126,2018-10-30 23:19:52 EDT,Album,Swipe to recap Tuesday’s #KiaTipOff18 action!,2018-10-30 23:19:52,2018,October,10,Tuesday,night,False
3156,786006,31754126,2018-10-30 22:32:13 EDT,Video,The lob... & the @russwest44 FINISH! #KiaTipOff18 ??,2018-10-30 22:32:13,2018,October,10,Tuesday,night,False
3157,722853,31754126,2018-10-30 22:20:33 EDT,Video,?? @russwest44 drops it off to @stevenadams! #KiaTipOff18 #ThunderUp,2018-10-30 22:20:33,2018,October,10,Tuesday,night,False
3158,723619,31754126,2018-10-30 20:50:44 EDT,Video,@reggie_jackson trick shot to end the first half! #KiaTipOff18,2018-10-30 20:50:44,2018,October,10,Tuesday,evening,False
3159,786006,31754126,2018-10-30 20:00:07 EDT,Video,"He knows what you've been up to. @kobebryant, the #FIBAWC 2019 Global Ambassador, is watching you! ????",2018-10-30 20:00:07,2018,October,10,Tuesday,evening,False
3160,1049127,31754126,2018-10-30 19:56:20 EDT,Video,?? @kyrieirving goes double behind-the-back! #KiaTipOff18,2018-10-30 19:56:20,2018,October,10,Tuesday,evening,False
3161,717764,31754126,2018-10-30 19:03:39 EDT,Video,"Kawhi Leonard (26.6ppg, 8.0rpg) prepares for tonight’s @raptors action, as they look to remain undefeated at home!",2018-10-30 19:03:39,2018,October,10,Tuesday,evening,False
3162,560823,31754126,2018-10-30 15:42:07 EDT,Video,Getting it done with DEFENSE... the 6-1 @raptors take on the @sixers tonight on @nbatv (7:30pm/et)! #KiaTipOff18 #WeTheNorth,2018-10-30 15:42:07,2018,October,10,Tuesday,afternoon,False
3163,667943,31754126,2018-10-30 08:33:59 EDT,Video,Two HISTORIC performances... @stephencurry30’s 13 threes in 2016 & @klaythompson‘s 14 threes last night. #KiaTipOff18,2018-10-30 08:33:59,2018,October,10,Tuesday,morning,False
3164,398845,31722673,2018-10-30 00:36:17 EDT,Album,Nine winners in Monday’s #KiaTipOff18 action!,2018-10-30 00:36:17,2018,October,10,Tuesday,postgame,False
3165,362470,31722673,2018-10-30 00:00:04 EDT,Photo,52 PTS in 27 minutes of action for @klaythompson! #KiaTipOff18,2018-10-30 00:00:04,2018,October,10,Tuesday,postgame,False
3166,786020,31722673,2018-10-29 23:25:16 EDT,Video,??????52 PTS on an NBA record 14 three-pointers made for @klaythompson! #KiaTipOff18,2018-10-29 23:25:16,2018,October,10,Monday,night,False
3167,660107,31722673,2018-10-29 23:12:36 EDT,Video,@demar_derozan (34 PTS) seals the overtime victory for the @spurs! #KiaTipOff18,2018-10-29 23:12:36,2018,October,10,Monday,night,False
3168,384466,31722673,2018-10-29 21:47:41 EDT,Photo,13 3PM in 2016 x 14 3PM tonight. #KiaTipOff18,2018-10-29 21:47:41,2018,October,10,Monday,night,False
3169,710365,31722673,2018-10-29 21:39:25 EDT,Video,"@klaythompson sets an NBA record with 14 three-pointers made in a game! (Previous: @stephencurry30, 13 3PM, 11/7/2016) #KiaTipOff18",2018-10-29 21:39:25,2018,October,10,Monday,night,False
3170,660107,31722673,2018-10-29 21:17:07 EDT,Video,@traeyoung threads the needle to @d_dedmon3! #KiaTipOff18,2018-10-29 21:17:07,2018,October,10,Monday,night,False
3171,786020,31722673,2018-10-29 21:10:49 EDT,Video,@klaythompson put up 36 PTS with 10 three-pointers in the FIRST HALF! #KiaTipOff18 ??,2018-10-29 21:10:49,2018,October,10,Monday,night,False
3172,723632,31722673,2018-10-29 20:55:01 EDT,Video,"Rising through the lane, @markellefultz! #KiaTipOff18",2018-10-29 20:55:01,2018,October,10,Monday,evening,False
3173,602159,31722673,2018-10-29 20:27:24 EDT,Video,"Averaging 19.8 PPG & 10.3 APG, @kyle_lowry7 gets TOR ready! The 6-0 @raptors take on the 6-0 @bucks in Milwaukee. #KiaTipOff18",2018-10-29 20:27:24,2018,October,10,Monday,evening,False
3174,349403,31722673,2018-10-29 20:24:47 EDT,Photo,Congrats to Vince Carter of the @atlhawks for moving up to 8th on the NBA’s ALL-TIME GAMES PLAYED list! #TrueToAtlanta #ThisIsWhyWePlay,2018-10-29 20:24:47,2018,October,10,Monday,evening,False
3175,786020,31722673,2018-10-29 20:07:34 EDT,Video,@nvonleh with authority! #KiaTipOff18 ??,2018-10-29 20:07:34,2018,October,10,Monday,evening,False
3176,793270,31722673,2018-10-29 19:16:45 EDT,Video,Season 21 bounce! #KiaTipOff18,2018-10-29 19:16:45,2018,October,10,Monday,evening,False
3177,793270,31722673,2018-10-29 19:13:21 EDT,Video,It’s GAMETIME in Indiana! #OladipoAllAccess,2018-10-29 19:13:21,2018,October,10,Monday,evening,False
3178,604897,31722673,2018-10-29 18:43:44 EDT,Video,"After scoring 40+ PTS in his last two games, @damianlillard prepares for tonight’s @trailblazers action!",2018-10-29 18:43:44,2018,October,10,Monday,evening,False
3179,609831,31722673,2018-10-29 17:51:26 EDT,Video,Who had YOUR favorite assist during Week 2... @giannis_an34 or @lukadoncic?? #StateFarmAssists,2018-10-29 17:51:26,2018,October,10,Monday,evening,False
3180,556296,31722673,2018-10-29 17:49:52 EDT,Video,@vicoladipo hits the floor for tonight’s @pacers/@trailblazers matchup! #OladipoAllAccess,2018-10-29 17:49:52,2018,October,10,Monday,evening,False
3181,333566,31722673,2018-10-29 12:33:36 EDT,Album,The NBA STAT LEADERS through Week 2 of the 2018-19 season! Any surprises? #KiaTipOff18,2018-10-29 12:33:36,2018,October,10,Monday,lunch,False
3182,263433,31722673,2018-10-29 10:41:27 EDT,Photo,Two 6-0 teams matchup for the FIRST TIME in @nbahistory... @raptors / @bucks tonight on NBA League Pass (8pm/et)! #KiaTipOff18,2018-10-29 10:41:27,2018,October,10,Monday,morning,False
3183,312775,31689574,2018-10-29 00:49:36 EDT,Album,"The @warriors, @okcthunder, @utahjazz & @laclippers win during Sunday’s #KiaTipOff18 action!",2018-10-29 00:49:36,2018,October,10,Monday,postgame,False
3184,774822,31689574,2018-10-28 21:09:50 EDT,Video,@ygtrece nothing but net... from halfcourt! #KiaTipOff18,2018-10-28 21:09:50,2018,October,10,Sunday,night,False
3185,774822,31689574,2018-10-28 20:46:43 EDT,Video,?? @spidadmitchell ends the first half in style! #KiaTipOff18,2018-10-28 20:46:43,2018,October,10,Sunday,evening,False
3186,774822,31689574,2018-10-28 20:35:22 EDT,Video,@desmith4 shifts through the lane! #KiaTipOff18,2018-10-28 20:35:22,2018,October,10,Sunday,evening,False
3187,700343,31689574,2018-10-28 19:14:50 EDT,Video,@easymoneysniper ?? @money23green ?? @andre! #KiaTipOff18,2018-10-28 19:14:50,2018,October,10,Sunday,evening,False
3188,770308,31689574,2018-10-28 18:19:25 EDT,Video,24 first half PTS (5/8 3FG) & a new NBA record of 7 consecutive games with 5+ three-pointers made for @stephencurry30! #KiaTipOff18,2018-10-28 18:19:25,2018,October,10,Sunday,evening,False
3189,777522,31689574,2018-10-28 18:04:24 EDT,Video,"A leader on & off the court... @vicoladipo spends time with his two dogs, Apollo & Zeus ????#OladipoAllAccess",2018-10-28 18:04:24,2018,October,10,Sunday,evening,False
3190,652970,31689574,2018-10-28 15:51:11 EDT,Video,@vicoladipo closes out @pacers practice with a halfcourt heave! Check our IG story for more #OladipoAllAccess.,2018-10-28 15:51:11,2018,October,10,Sunday,afternoon,False
3191,413570,31661365,2018-10-27 23:53:40 EDT,Album,Nine winners in Saturday’s #KiaTipOff18 action!,2018-10-27 23:53:40,2018,October,10,Saturday,postgame,False
3192,375852,31661365,2018-10-27 22:56:42 EDT,Photo,"Congrats to Coach Gregg Popovich of the @spurs on becoming the 5th coach to surpass 1,200 wins! #GoSpursGo",2018-10-27 22:56:42,2018,October,10,Saturday,night,False
3193,462093,31661365,2018-10-27 22:45:15 EDT,Photo,"Congrats to @KingJames of the @Lakers for moving up to 4th on the NBA’s ALL-TIME 30-POINT GAMES list! 
#LakeShow #ThisIsWhyWePlay",2018-10-27 22:45:15,2018,October,10,Saturday,night,False
3194,774836,31661365,2018-10-27 22:39:21 EDT,Video,@paugasol gets UP for the putback SLAM! #KiaTipOff18,2018-10-27 22:39:21,2018,October,10,Saturday,night,False
3195,869592,31661365,2018-10-27 22:19:04 EDT,Video,"With this bucket, @kingjames of the @lakers moves up to sixth on the all-time scoring list, passing @swish41! #ThisIsWhyWePlay",2018-10-27 22:19:04,2018,October,10,Saturday,night,False
3196,462093,31661365,2018-10-27 22:03:48 EDT,Photo,"Congrats to  @KingJames  of the  @Lakers  for moving up to 6th on the NBA’s ALL-TIME SCORING list! 
#LakeShow #ThisIsWhyWePlay",2018-10-27 22:03:48,2018,October,10,Saturday,night,False
3197,462093,31661365,2018-10-27 21:55:04 EDT,Photo,"Congrats to @KingJames of the @Lakers for moving up to 6th on the NBA’s ALL-TIME FIELD GOALS MADE list! 
#LakeShow #ThisIsWhyWePlay",2018-10-27 21:55:04,2018,October,10,Saturday,night,False
3198,767754,31661365,2018-10-27 21:43:36 EDT,Video,???? @demar_derozan takes it STRONG for the @spurs! #KiaTipOff18,2018-10-27 21:43:36,2018,October,10,Saturday,night,False
3199,706816,31661365,2018-10-27 21:40:42 EDT,Video,@kuz breaks free for the @lakers! #KiaTipOff18,2018-10-27 21:40:42,2018,October,10,Saturday,night,False
3200,774836,31661365,2018-10-27 21:33:50 EDT,Video,@markellefultz punches it home! #KiaTipOff18,2018-10-27 21:33:50,2018,October,10,Saturday,night,False
3201,706816,31661365,2018-10-27 21:31:09 EDT,Video,@giannis_an34 takes flight for the @bucks! #KiaTipOff18,2018-10-27 21:31:09,2018,October,10,Saturday,night,False
3202,953277,31661365,2018-10-27 21:27:40 EDT,Video,@javalemcgee runs the floor for the oop from @kingjames! #KiaTipOff18,2018-10-27 21:27:40,2018,October,10,Saturday,night,False
3203,706816,31661365,2018-10-27 21:18:46 EDT,Video,@_kw15 gets into the lane & finds @codyzeller! #KiaTipOff18,2018-10-27 21:18:46,2018,October,10,Saturday,night,False
3204,1045015,31661365,2018-10-27 20:58:56 EDT,Video,@kingjames uses the window to himself! #KiaTipOff18,2018-10-27 20:58:56,2018,October,10,Saturday,evening,False
3205,774836,31661365,2018-10-27 20:46:03 EDT,Video,Classic @dwyanewade on the baseline! #OneLastDance,2018-10-27 20:46:03,2018,October,10,Saturday,evening,False
3206,701097,31661365,2018-10-27 20:30:46 EDT,Video,@joelembiid’s block sets up @markellefultz in transition!,2018-10-27 20:30:46,2018,October,10,Saturday,evening,False
3207,774836,31661365,2018-10-27 19:46:04 EDT,Video,@jrue_holiday11 off the dribble! #KiaTipOff18,2018-10-27 19:46:04,2018,October,10,Saturday,evening,False
3208,358816,31661365,2018-10-27 14:04:50 EDT,Album,4 unbeatens headline the current NBA Standings! #ThisIsWhyWePlay ...any surprises?,2018-10-27 14:04:50,2018,October,10,Saturday,afternoon,False
3209,326092,31661365,2018-10-27 12:08:57 EDT,Photo,"6 - 0 
#WeTheNorth (repost @raptors)",2018-10-27 12:08:57,2018,October,10,Saturday,lunch,False
3210,422880,31634859,2018-10-27 00:55:22 EDT,Album,Swipe through to recap Friday’s #KiaTipOff18 action!,2018-10-27 00:55:22,2018,October,10,Saturday,postgame,False
3211,654802,31634859,2018-10-26 22:34:43 EDT,Video,@jrue_holiday11’s jumper wins it for the @pelicansnba!,2018-10-26 22:34:43,2018,October,10,Friday,night,False
3212,748425,31634859,2018-10-26 22:17:57 EDT,Video,@easymoneysniper puts 25 of his game-high 41 in the 4th to lead the @warriors!,2018-10-26 22:17:57,2018,October,10,Friday,night,False
3213,786895,31634859,2018-10-26 21:03:31 EDT,Video,Block Party in New Orleans!,2018-10-26 21:03:31,2018,October,10,Friday,night,False
3214,786895,31634859,2018-10-26 20:51:18 EDT,Video,The stepback... or the shimmy?,2018-10-26 20:51:18,2018,October,10,Friday,evening,False
3215,382160,31634859,2018-10-26 20:31:41 EDT,Photo,????,2018-10-26 20:31:41,2018,October,10,Friday,evening,False
3216,786895,31634859,2018-10-26 20:30:42 EDT,Video,She said YES!,2018-10-26 20:30:42,2018,October,10,Friday,evening,False
3217,717816,31634859,2018-10-26 19:57:59 EDT,Video,@easymoneysniper breaks free at MSG!,2018-10-26 19:57:59,2018,October,10,Friday,evening,False
3218,786063,31634859,2018-10-26 19:03:46 EDT,Video,A quick glimpse into @therealpjtucker17’s #NBAKicks rotation! ???? See a favorite?,2018-10-26 19:03:46,2018,October,10,Friday,evening,False
3219,713634,31634859,2018-10-26 18:45:26 EDT,Video,51 points last game...in 3 quarters. @stephencurry30 gets loose and signs autographs pregame at MSG!,2018-10-26 18:45:26,2018,October,10,Friday,evening,False
3220,263931,31634859,2018-10-26 13:48:26 EDT,Album,?? the stat leaders among #NBARooks... any surprises?,2018-10-26 13:48:26,2018,October,10,Friday,afternoon,False
3221,630725,31634859,2018-10-26 11:39:36 EDT,Video,?? @jaytatum0 in transition ?? #PhantomCam,2018-10-26 11:39:36,2018,October,10,Friday,lunch,False
3222,742550,31634859,2018-10-26 03:20:06 EDT,Video,The @celtics close out the road win on 16-1 run! #KiaTipOff18,2018-10-26 03:20:06,2018,October,10,Friday,deadzone,False
3223,754050,31634859,2018-10-26 02:12:29 EDT,Video,@kingjames on tonight’s complete @lakers team effort & winning the @nbacares Community Assist Award presented by Kaiser Permanente for the off-season for the @ipromiseschool!,2018-10-26 02:12:29,2018,October,10,Friday,deadzone,False
3224,363216,31634859,2018-10-26 02:02:15 EDT,Album,"The @celtics, @trailblazers, @detroitpistons & @lakers are each victorious in Thursday’s #KiaTipOff18 action!",2018-10-26 02:02:15,2018,October,10,Friday,deadzone,False
3225,742550,31634859,2018-10-26 01:29:32 EDT,Video,The best from the @lakers down the stretch in their first home W! #kiatipoff18,2018-10-26 01:29:32,2018,October,10,Friday,deadzone,False
3226,984308,31575353,2018-10-26 01:04:13 EDT,Video,@kingjames ?? @kuz ??,2018-10-26 01:04:13,2018,October,10,Friday,deadzone,False
3227,736556,31575353,2018-10-26 00:54:16 EDT,Video,@stephensonlance off the dribble!,2018-10-26 00:54:16,2018,October,10,Friday,postgame,False
3228,612913,31575353,2018-10-26 00:02:43 EDT,Video,@kuz beats the first half buzzer to put the @lakers ahead @nbaontnt!,2018-10-26 00:02:43,2018,October,10,Friday,postgame,False
3229,711268,31575353,2018-10-25 23:21:06 EDT,Video,@stephensonlance ?? @javalemcgee ??,2018-10-25 23:21:06,2018,October,10,Thursday,night,False
3230,735538,31575353,2018-10-25 23:16:33 EDT,Video,#8 and #24... @kobebryant! #themambamentality,2018-10-25 23:16:33,2018,October,10,Thursday,night,False
3231,660155,31575353,2018-10-25 23:07:53 EDT,Video,@kuz getting it done on both ends for the @lakers! #kiatipoff18,2018-10-25 23:07:53,2018,October,10,Thursday,night,False
3232,660155,31575353,2018-10-25 22:16:05 EDT,Video,@damianlillard scores @trailblazers franchise-record 34 in the second half! #kiatipoff18,2018-10-25 22:16:05,2018,October,10,Thursday,night,False
3233,723684,31575353,2018-10-25 21:46:19 EDT,Video,@jaytatum0 off the dribble to the rim! #kiatipoff18,2018-10-25 21:46:19,2018,October,10,Thursday,night,False
3234,660155,31575353,2018-10-25 21:13:32 EDT,Video,@russwest44 threads the needle for the @okcthunder! #kiatipoff18,2018-10-25 21:13:32,2018,October,10,Thursday,night,False
3235,723684,31575353,2018-10-25 20:56:13 EDT,Video,@jaytatum0 takes flight!! #kiatipoff18,2018-10-25 20:56:13,2018,October,10,Thursday,evening,False
3236,654814,31575353,2018-10-25 20:23:35 EDT,Video,@russwest44 is ready for GAMETIME on @nbaontnt!,2018-10-25 20:23:35,2018,October,10,Thursday,evening,False
3237,660155,31575353,2018-10-25 19:40:49 EDT,Video,@zachcollins_33 tosses it up to beat the buzzer for the @trailblazers! #KiaTipOff18,2018-10-25 19:40:49,2018,October,10,Thursday,evening,False
3238,612921,31575353,2018-10-25 18:59:37 EDT,Video,Point guards @russwest44 & @kyrieirving hit the floor for tonight’s @okcthunder/@celtics matchup! 8:00pm/et @nbaontnt,2018-10-25 18:59:37,2018,October,10,Thursday,evening,False
3239,612921,31575353,2018-10-25 14:01:42 EDT,Video,Two of the most creative & exciting match up... as @kyrieirving & the @celtics visit @russwest44 & the @okcthunder (8pm/et @nbaontnt)... who takes home the W?,2018-10-25 14:01:42,2018,October,10,Thursday,afternoon,False
3240,319744,31575353,2018-10-25 12:40:32 EDT,Photo,"Congrats to @lakers @kingjames on receiving the Offseason NBA Cares Community Assist Award presented by Kaiser Permanente in recognition of his efforts to create the @IPROMISESchool and provide lasting educational resources for youth and families in his hometown of Akron, Ohio! (repost @nbacares)",2018-10-25 12:40:32,2018,October,10,Thursday,lunch,False
3241,615720,31575353,2018-10-25 11:07:41 EDT,Video,@giannis_an34 (33p/18r/10a/W) & @bensimmons (14p/13r/11a) duel in Milwaukee!,2018-10-25 11:07:41,2018,October,10,Thursday,lunch,False
3242,833175,31575353,2018-10-25 03:01:56 EDT,Video,"@stephencurry30 explodes for 51 points, including 11/16 from deep, to lead the @warriors at home! #KiaTipOff18",2018-10-25 03:01:56,2018,October,10,Thursday,deadzone,False
3243,408420,31575353,2018-10-25 01:41:32 EDT,Album,11 winners in Wednesday’s #KiaTipOff18 action!,2018-10-25 01:41:32,2018,October,10,Thursday,deadzone,False
3244,494440,31575353,2018-10-25 01:15:27 EDT,Photo,51 points in 32 minutes of action for @stephencurry30!,2018-10-25 01:15:27,2018,October,10,Thursday,deadzone,False
3245,408420,31575353,2018-10-25 00:28:58 EDT,Photo,51 through 3 quarters on NBA League Pass! #KiaTipOff18,2018-10-25 00:28:58,2018,October,10,Thursday,postgame,False
3246,337321,31575353,2018-10-25 00:09:48 EDT,Photo,@giannis_an34 notches his 10th career triple-double for the @bucks with 32p/18r/10a! #TripleDoubleAlert,2018-10-25 00:09:48,2018,October,10,Thursday,postgame,False
3247,976028,31575353,2018-10-24 23:14:14 EDT,Video,@kingjames uses the window! #KiaTipOff18,2018-10-24 23:14:14,2018,October,10,Wednesday,night,False
3248,723684,31575353,2018-10-24 22:57:26 EDT,Video,@easymoneysniper crosses back to the baseline! #KiaTipOff18,2018-10-24 22:57:26,2018,October,10,Wednesday,night,False
3249,786909,31575353,2018-10-24 22:49:22 EDT,Video,That works!,2018-10-24 22:49:22,2018,October,10,Wednesday,night,False
