,Unnamed: 0,Engagements,Followers,Created,Type,Description,datetime,year,month,month_int,weekday,day_time,is_playoffs,clean_words,season_yr,is_season,is_finals,Followers_Mentioned,all_nba,league_type,same_day_post
3768,3768,633390,30423779,2018-08-31 09:27:47 EDT,Video,46 days from #KiaTipOff18...we look back to a career-high 46 POINTS from @joelembiid to lead @sixers to road win in LA!,2018-08-31 09:27:47,2018,August,8,Friday,morning,False,46 days kiatipoff18 look back career high 46 points joelembiid lead sixers road win la,,False,False,1900000,1,1,0
3769,3769,279193,30400933,2018-08-31 03:43:57 EDT,Photo,??x?? Greatness! (repost @neymarjr),2018-08-31 03:43:57,2018,August,8,Friday,deadzone,False,x greatness repost neymarjr,,False,False,0,0,1,0
3770,3770,696660,30400933,2018-08-30 22:30:13 EDT,Video,"â€œItâ€™s about the small things in life.â€ An emotional David West reflects after his first @nba title with @warriors in 2017. A 2x All-Star & 2x Champ, David West announced his retirement today after 15 seasons (repost @nbahistory).",2018-08-30 22:30:13,2018,August,8,Thursday,night,False,â œitâ small things life â emotional david west reflects first nba title warriors 2017 2x star 2x champ david west announced retirement today 15 seasons repost nbahistory,,False,False,12100000,0,1,0
3771,3771,622313,30400933,2018-08-30 18:28:38 EDT,Video,@frank_ntilikina wins the @nba2k Celebrity Tournament! #NBA2K19,2018-08-30 18:28:38,2018,August,8,Thursday,evening,False,frank_ntilikina wins nba2k celebrity tournament nba2k19,,False,False,0,0,1,0
3772,3772,205326,30400933,2018-08-30 16:59:13 EDT,Photo,@dloading & @frank_ntilikina go head-to-head in a game of #NBA2K19 at the @nba2k Celebrity Tournament!,2018-08-30 16:59:13,2018,August,8,Thursday,afternoon,False,dloading frank_ntilikina go head head game nba2k19 nba2k celebrity tournament,,False,False,0,1,1,1
3773,3773,616625,30400933,2018-08-30 16:07:11 EDT,Video,"Out @nbastore in NYC, @kknox_23 gifts a young @nyknicks fan for his birthday! #ThisIsWhyWePlay ????",2018-08-30 16:07:11,2018,August,8,Thursday,afternoon,False,nbastore nyc kknox_23 gifts young nyknicks fan birthday thisiswhyweplay,,False,False,2000000,0,1,1
3774,3774,617278,30400933,2018-08-30 15:41:32 EDT,Video,An inspiration for generations to come. Vince Carter talking 360 dunks with @everybody_hatechriss @jrnba World Championships!,2018-08-30 15:41:32,2018,August,8,Thursday,afternoon,False,inspiration generations come vince carter talking 360 dunks everybody_hatechriss jrnba world championships,,False,False,0,0,1,0
3775,3775,638580,30378327,2018-08-29 12:30:02 EDT,Video,@lakers #TeamDay continues with the top 3 PLAYS of the season from @kuz! #BESTofNBA,2018-08-29 12:30:02,2018,August,8,Wednesday,lunch,False,lakers teamday continues top 3 plays season kuz bestofnba,,False,False,8400000,0,1,0
3776,3776,638580,30378327,2018-08-29 10:20:11 EDT,Video,Itâ€™s @lakers #TeamDay! Top 3 PLAYS from @zo in his rookie season! #BESTofNBA,2018-08-29 10:20:11,2018,August,8,Wednesday,morning,False,itâ lakers teamday top 3 plays zo rookie season bestofnba,,False,False,8400000,0,1,0
3777,3777,690485,30363424,2018-08-29 00:22:59 EDT,Video,"#Repost @wnba
???
DT calls OT ???? Semifinals Game 2 between @phoenixmercury & @seattlestorm heads to overtime after Taurasi's clutch basket! #WNBAPlayoffs",2018-08-29 00:22:59,2018,August,8,Wednesday,postgame,False,repost wnba dt calls ot semifinals game 2 phoenixmercury seattlestorm heads overtime taurasi clutch basket wnbaplayoffs,,False,False,1000000,0,2,0
3778,3778,682226,30363424,2018-08-28 14:37:07 EDT,Video,"For all the circus shots, #GraciasManu @manuginobili",2018-08-28 14:37:07,2018,August,8,Tuesday,afternoon,False,circus shots graciasmanu manuginobili,,False,False,0,0,1,0
3779,3779,682226,30363424,2018-08-28 13:30:04 EDT,Video,The passing wizardry from @manuginobili! #GraciasManu,2018-08-28 13:30:04,2018,August,8,Tuesday,afternoon,False,passing wizardry manuginobili graciasmanu,,False,False,0,0,1,0
3780,3780,846285,30363424,2018-08-28 11:40:37 EDT,Video,????? ????? TOP 3 PLAYS from @stephencurry30 for the @warriors this past season! #BESTofNBA,2018-08-28 11:40:37,2018,August,8,Tuesday,lunch,False,top 3 plays stephencurry30 warriors past season bestofnba,,False,False,12100000,2,1,0
3781,3781,276582,30340535,2018-08-27 22:32:08 EDT,Album,"Gregg Popovich, Tim Duncan & Tony Parker on @manuginobili. Swipe ?  #GraciasManu",2018-08-27 22:32:08,2018,August,8,Monday,night,False,gregg popovich tim duncan tony parker manuginobili swipe graciasmanu,,False,False,0,0,1,0
3782,3782,802152,30340535,2018-08-27 21:38:32 EDT,Video,â€œ@manuginobili knocked it out of midair!â€ ?? ?? #GraciasManu,2018-08-27 21:38:32,2018,August,8,Monday,night,False,â œmanuginobili knocked midair â graciasmanu,,False,False,0,0,1,0
3783,3783,619529,30340535,2018-08-27 20:38:49 EDT,Video,"#Repost @nbahistory. #GraciasManu
???
From 2005, his growing impact on the @spurs and becoming a star! Thank you, @manuginobili.",2018-08-27 20:38:49,2018,August,8,Monday,evening,False,repost nbahistory graciasmanu 2005 growing impact spurs becoming star thank manuginobili,,False,False,2600000,0,1,0
3784,3784,303123,30340535,2018-08-27 19:54:13 EDT,Album,16 seasons. 4x NBA Champion. 2x NBA All-Star. 2008 Sixth Man of the Year. #GraciasManu,2018-08-27 19:54:13,2018,August,8,Monday,evening,False,16 seasons 4x nba champion 2x nba star 2008 sixth man year graciasmanu,,False,False,0,0,1,0
3785,3785,688048,30340535,2018-08-27 12:06:57 EDT,Video,3??2??1?? @dbookâ€™s TOP 3 PLAYS for the @suns this past season! #BESTofNBA,2018-08-27 12:06:57,2018,August,8,Monday,lunch,False,3 2 1 dbookâ top 3 plays suns past season bestofnba,,False,False,1000000,0,1,0
3786,3786,275209,30321656,2018-08-26 23:46:35 EDT,Album,Weâ€™re celebrating @jharden13â€™s #NBABDAY with his BEST CROSSOVER against EVERY TEAM!,2018-08-26 23:46:35,2018,August,8,Sunday,postgame,False,weâ celebrating jharden13â nbabday best crossover every team,,False,False,0,1,1,0
3787,3787,165364,30321656,2018-08-26 17:32:20 EDT,Photo,Diana Taurasi becomes the all-time leader in points scored in #WNBAPlayoffs history! #WatchMeWork (repost @wnba),2018-08-26 17:32:20,2018,August,8,Sunday,evening,False,diana taurasi becomes time leader points scored wnbaplayoffs history watchmework repost wnba,,False,False,0,0,2,0
3788,3788,869839,30321656,2018-08-26 14:27:13 EDT,Video,Look at these very good fans... ???? #NationalDogDay,2018-08-26 14:27:13,2018,August,8,Sunday,afternoon,False,look good fans nationaldogday,,False,False,0,0,1,0
3789,3789,143702,30321656,2018-08-26 10:39:01 EDT,Photo,@breannastewart30 of the @seattlestorm named 2018 @wnba MVP! Stewart led Seattle to league-best 26-8 while putting up 21.8ppg/8.4rpg/1.44bpg!,2018-08-26 10:39:01,2018,August,8,Sunday,morning,False,breannastewart30 seattlestorm named 2018 wnba mvp stewart led seattle league best 26 8 putting 21 8ppg 8 4rpg 1 44bpg,,False,False,0,0,2,0
3790,3790,228317,30321656,2018-08-26 09:38:33 EDT,Photo,Join us in wishing 2018 #KiaMVP @jharden13 of the @houstonrockets a HAPPY 29th BIRTHDAY! #NBABDAY,2018-08-26 09:38:33,2018,August,8,Sunday,morning,False,join us wishing 2018 kiamvp jharden13 houstonrockets happy 29th birthday nbabday,,False,False,3700000,1,1,0
3791,3791,777172,30303221,2018-08-25 21:55:11 EDT,Video,"?? HISTORY ?? 
@KnicksGaming celebrates winning the first-ever @NBA2KLeague Championship ??",2018-08-25 21:55:11,2018,August,8,Saturday,night,False,history knicksgaming celebrates winning first ever nba2kleague championship,,False,False,2000000,0,1,0
3792,3792,271511,30303221,2018-08-25 20:55:55 EDT,Photo,?? @knicksgaming ?? the inaugural @nba2kleague champions! #NBA2KLeagueFinals,2018-08-25 20:55:55,2018,August,8,Saturday,evening,False,knicksgaming inaugural nba2kleague champions nba2kleaguefinals,,False,False,2000000,0,1,0
3793,3793,602328,30303221,2018-08-25 14:44:54 EDT,Video,"?? Assist of the Year in Year 16? @sbird10's dishin' dimes ahead of @seattlestorm/@phoenixmercury semifinals Game 1! (?? Sunday, 5 pm/et on ESPN2) #WNBAPlayoffs (repost @wnba)",2018-08-25 14:44:54,2018,August,8,Saturday,afternoon,False,assist year year 16 sbird10 dishin dimes ahead seattlestorm phoenixmercury semifinals game 1 sunday 5 pm et espn2 wnbaplayoffs repost wnba,,False,False,1000000,0,2,0
3794,3794,807633,30303221,2018-08-25 10:29:25 EDT,Video,?? ?? ?? the TOP 3 @memgrizz PLAYS from this past season!! #BESTofNBA,2018-08-25 10:29:25,2018,August,8,Saturday,morning,False,top 3 memgrizz plays past season bestofnba,,False,False,740000,0,1,0
3795,3795,881334,30289020,2018-08-25 00:11:22 EDT,Video,?? @reemix05 .....that just happened at the #NBALIVE19 Court Battles!,2018-08-25 00:11:22,2018,August,8,Saturday,postgame,False,reemix05 happened nbalive19 court battles,,False,False,0,0,1,0
3796,3796,747933,30289020,2018-08-24 17:54:02 EDT,Video,Creating space... with the BEST STEPBACK BUCKETS from the 2017-18 season! #BESTofNBA,2018-08-24 17:54:02,2018,August,8,Friday,evening,False,creating space best stepback buckets 2017 18 season bestofnba,,False,False,0,0,1,0
3797,3797,676039,30289020,2018-08-24 14:19:22 EDT,Video,3??2??1?? @cp3â€™s TOP 3 PLAYS for the @houstonrockets this past season! #BESTofNBA,2018-08-24 14:19:22,2018,August,8,Friday,afternoon,False,3 2 1 cp3â top 3 plays houstonrockets past season bestofnba,,False,False,3700000,0,1,0
3798,3798,754316,30271506,2018-08-24 10:21:36 EDT,Video,?????? the TOP 3 @houstonrockets PLAYS from this past season!! #BESTofNBA,2018-08-24 10:21:36,2018,August,8,Friday,morning,False,top 3 houstonrockets plays past season bestofnba,,False,False,3700000,0,1,0
3799,3799,271806,30271506,2018-08-24 07:44:43 EDT,Album,?? 8/24 #MambaDay!,2018-08-24 07:44:43,2018,August,8,Friday,morning,False,8 24 mambaday,,False,False,0,0,1,0
3800,3800,286297,30271506,2018-08-23 22:40:56 EDT,Photo,The @phoenixmercury pull away late to advance in tonightâ€™s #wnbaplayoffs action!,2018-08-23 22:40:56,2018,August,8,Thursday,night,False,phoenixmercury pull away late advance tonightâ wnbaplayoffs action,,False,False,1000000,0,2,0
3801,3801,260186,30271506,2018-08-23 21:43:52 EDT,Photo,@de11edonne leads the @washmystics to victory in tonightâ€™s #WINorGoHome #WNBAPlayoffs action!,2018-08-23 21:43:52,2018,August,8,Thursday,night,False,de11edonne leads washmystics victory tonightâ winorgohome wnbaplayoffs action,,False,False,0,0,2,1
3802,3802,744561,30271506,2018-08-23 21:02:57 EDT,Video,40 for 40... celebrating @kobebryantâ€™s TOP 40 PLAYS on his 40th birthday with 81 at #1! #Kobe40,2018-08-23 21:02:57,2018,August,8,Thursday,night,False,40 40 celebrating kobebryantâ top 40 plays 40th birthday 81 1 kobe40,,False,False,0,0,1,1
3803,3803,744561,30271506,2018-08-23 19:47:21 EDT,Video,40 for 40... celebrating @kobebryantâ€™s TOP 40 PLAYS on his 40th birthday with #3! #Kobe40,2018-08-23 19:47:21,2018,August,8,Thursday,evening,False,40 40 celebrating kobebryantâ top 40 plays 40th birthday 3 kobe40,,False,False,0,0,1,1
3804,3804,744561,30271506,2018-08-23 19:10:29 EDT,Video,40 for 40... celebrating @kobebryantâ€™s TOP 40 PLAYS on his 40th birthday with #4! #Kobe40,2018-08-23 19:10:29,2018,August,8,Thursday,evening,False,40 40 celebrating kobebryantâ top 40 plays 40th birthday 4 kobe40,,False,False,0,0,1,1
3805,3805,248393,30271506,2018-08-23 17:50:23 EDT,Album,40 for 40... celebrating @kobebryantâ€™s TOP 40 PLAYS (10-5) on his 40th birthday! #Kobe40,2018-08-23 17:50:23,2018,August,8,Thursday,evening,False,40 40 celebrating kobebryantâ top 40 plays 10 5 40th birthday kobe40,,False,False,0,0,1,0
3806,3806,248393,30271506,2018-08-23 14:22:28 EDT,Album,40 for 40... celebrating @kobebryantâ€™s TOP 40 PLAYS (20-11) on his 40th birthday! #Kobe40,2018-08-23 14:22:28,2018,August,8,Thursday,afternoon,False,40 40 celebrating kobebryantâ top 40 plays 20 11 40th birthday kobe40,,False,False,0,0,1,0
3807,3807,248393,30271506,2018-08-23 13:17:31 EDT,Album,40 for 40... celebrating @kobebryantâ€™s TOP 40 PLAYS (30-21) on his 40th birthday! #Kobe40,2018-08-23 13:17:31,2018,August,8,Thursday,afternoon,False,40 40 celebrating kobebryantâ top 40 plays 30 21 40th birthday kobe40,,False,False,0,0,1,0
3808,3808,287578,30271506,2018-08-23 10:17:18 EDT,Photo,Tonightâ€™s #WINorGoHome #WNBAPlayoffs action tips off at 6:30pm/et on ESPN2!,2018-08-23 10:17:18,2018,August,8,Thursday,morning,False,tonightâ winorgohome wnbaplayoffs action tips 6 30pm et espn2,,False,False,0,0,2,0
3809,3809,264752,30251071,2018-08-23 08:32:16 EDT,Photo,Join us in wishing @lakers legend @kobebryant a HAPPY 40th BIRTHDAY! #NBABDAY #Kobe40,2018-08-23 08:32:16,2018,August,8,Thursday,morning,False,join us wishing lakers legend kobebryant happy 40th birthday nbabday kobe40,,False,False,8400000,0,1,0
3810,3810,809624,30251071,2018-08-22 20:23:49 EDT,Video,Plus the foul... some of the best 4-point plays from the 2017-18 season! #BESTofNBA,2018-08-22 20:23:49,2018,August,8,Wednesday,evening,False,plus foul best 4 point plays 2017 18 season bestofnba,,False,False,0,0,1,0
3811,3811,741124,30251071,2018-08-22 14:46:39 EDT,Video,3??2??1?? the TOP 3 @spurs PLAYS from this past season!! #BESTofNBA,2018-08-22 14:46:39,2018,August,8,Wednesday,afternoon,False,3 2 1 top 3 spurs plays past season bestofnba,,False,False,2600000,0,1,0
3812,3812,573206,30251071,2018-08-22 12:04:23 EDT,Video,@allencrabbe gets his ultimate fit with @bull1trc as he hits the racks at @dickssportinggoods!,2018-08-22 12:04:23,2018,August,8,Wednesday,lunch,False,allencrabbe gets ultimate fit bull1trc hits racks dickssportinggoods,,False,False,0,0,1,0
3813,3813,754330,30251071,2018-08-22 08:55:57 EDT,Video,?? the TOP 10 PLAYS from the 2018 @wnba regular season! #WatchMeWork,2018-08-22 08:55:57,2018,August,8,Wednesday,morning,False,top 10 plays 2018 wnba regular season watchmework,,False,False,0,0,2,0
3814,3814,245129,30232206,2018-08-22 00:46:03 EDT,Photo,@cgray209 fills it up to lead the @la_sparks into the second round! #WNBAPlayoffs,2018-08-22 00:46:03,2018,August,8,Wednesday,postgame,False,cgray209 fills lead la_sparks second round wnbaplayoffs,,False,False,0,0,2,0
3815,3815,175753,30232206,2018-08-21 22:47:54 EDT,Photo,"Diana Taurasi becomes the first player in @wnba history with 20+points, 10+ assists and 5+ 3-pointers in a playoff game... as the @phoenixmercury advance! #WNBAPlayoffs",2018-08-21 22:47:54,2018,August,8,Tuesday,night,False,diana taurasi becomes first player wnba history 20 points 10 assists 5 3 pointers playoff game phoenixmercury advance wnbaplayoffs,,False,False,1000000,0,2,0
3816,3816,308495,30232206,2018-08-21 20:03:56 EDT,Album,?? the TOP 10 WILDEST SHOTS from the 2017-18 season! #BESTofNBA,2018-08-21 20:03:56,2018,August,8,Tuesday,evening,False,top 10 wildest shots 2017 18 season bestofnba,,False,False,0,0,1,0
3817,3817,308495,30232206,2018-08-21 18:39:16 EDT,Album,Howâ€™d that go in! ??...20-11 of the wildest shots of the season! #BESTofNBA,2018-08-21 18:39:16,2018,August,8,Tuesday,evening,False,howâ go 20 11 wildest shots season bestofnba,,False,False,0,0,1,0
3818,3818,747974,30232206,2018-08-21 15:36:39 EDT,Video,Protecting the paint... the TOP 3 BLOCKS from this past season! #Mobil1Blocks,2018-08-21 15:36:39,2018,August,8,Tuesday,afternoon,False,protecting paint top 3 blocks past season mobil1blocks,,False,False,0,0,1,0
3819,3819,280491,30232206,2018-08-21 10:22:00 EDT,Photo,Itâ€™s WIN or Go Home as the opening round of the #WNBAPlayoffs tips TONIGHT on ESPN2!,2018-08-21 10:22:00,2018,August,8,Tuesday,morning,False,itâ win go home opening round wnbaplayoffs tips tonight espn2,,False,False,0,0,2,0
3820,3820,280491,30232206,2018-08-21 09:18:58 EDT,Photo,Itâ€™s WIN or Go Home as the opening round of the #WNBAPlayoffs tips TONIGHT on ESPN2!,2018-08-21 09:18:58,2018,August,8,Tuesday,morning,False,itâ win go home opening round wnbaplayoffs tips tonight espn2,,False,False,0,0,2,0
3821,3821,802254,30215143,2018-08-20 20:32:34 EDT,Video,3??2??1?? the TOP 3 @nuggets PLAYS from this past season!! #BESTofNBA,2018-08-20 20:32:34,2018,August,8,Monday,evening,False,3 2 1 top 3 nuggets plays past season bestofnba,,False,False,946000,0,1,0
3822,3822,627503,30215143,2018-08-20 15:06:05 EDT,Video,"THE GREEK FREAK! 
@Giannis_An34's 2018 @Bucks #NBAMixtape! #MixtapeMonday",2018-08-20 15:06:05,2018,August,8,Monday,afternoon,False,greek freak giannis_an34 2018 bucks nbamixtape mixtapemonday,,False,False,1800000,1,1,0
3823,3823,741151,30215143,2018-08-20 13:11:12 EDT,Video,3??2??1?? the TOP 3 @utahjazz PLAYS from this past season!! #BESTofNBA,2018-08-20 13:11:12,2018,August,8,Monday,afternoon,False,3 2 1 top 3 utahjazz plays past season bestofnba,,False,False,814000,0,1,0
3824,3824,688864,30215143,2018-08-20 10:32:38 EDT,Video,??? @spidadmitchell on his most memorable DUNK from the 2017-18 season! ???,2018-08-20 10:32:38,2018,August,8,Monday,morning,False,spidadmitchell memorable dunk 2017 18 season,,False,False,0,0,1,0
3825,3825,276484,30215143,2018-08-20 08:23:51 EDT,Photo,The #WNBAPlayoffs are SET! The championship quest begins Tuesday as the first round commences on ESPN2! #WatchMeWork,2018-08-20 08:23:51,2018,August,8,Monday,morning,False,wnbaplayoffs set championship quest begins tuesday first round commences espn2 watchmework,,False,False,0,0,2,0
3826,3826,934052,30194650,2018-08-19 23:03:11 EDT,Video,?????? gotta have fun!,2018-08-19 23:03:11,2018,August,8,Sunday,night,False,gotta fun,,False,False,0,0,1,0
3827,3827,729819,30194650,2018-08-19 16:42:28 EDT,Video,"As @LindsayWhalenâ€™s #WNBA career draws to a close (7pm/et ESPN2), check out some of her top CLUTCH moments throughout the years! ???? #WatchMeWork (repost @wnba)",2018-08-19 16:42:28,2018,August,8,Sunday,afternoon,False,lindsaywhalenâ wnba career draws close 7pm et espn2 check top clutch moments throughout years watchmework repost wnba,,False,False,0,0,2,0
3828,3828,262516,30194650,2018-08-19 12:20:26 EDT,Album,#NBABlockWeek wraps up with the TOP 10 BLOCKS from the 2017-18 season! #BESTofNBA,2018-08-19 12:20:26,2018,August,8,Sunday,lunch,False,nbablockweek wraps top 10 blocks 2017 18 season bestofnba,,False,False,0,0,1,0
3829,3829,193761,30194650,2018-08-19 09:09:06 EDT,Photo,"@minnesotalynx Coach Cheryl Reeve reflects on Lindsay Whalenâ€™s career ahead of her final regular season game ???
?? @minnesotalynx vs @washmystics?
??? 7pm/ET on ESPN2 ? (repost @wnba)",2018-08-19 09:09:06,2018,August,8,Sunday,morning,False,minnesotalynx coach cheryl reeve reflects lindsay whalenâ career ahead final regular season game minnesotalynx vs washmystics 7pm et espn2 repost wnba,,False,False,1500000,0,2,0
3830,3830,296132,30176358,2018-08-18 22:22:37 EDT,Album,Thatâ€™s a wrap from Jacksonville with @graysonjallen! Scroll through and check out our Instagram story for a full recap of #ADayWithGrayson.,2018-08-18 22:22:37,2018,August,8,Saturday,night,False,thatâ wrap jacksonville graysonjallen scroll check instagram story full recap adaywithgrayson,,False,False,0,0,1,0
3831,3831,666468,30176358,2018-08-18 18:41:47 EDT,Video,@graysonjallen surprises former high school coaches with @dukembb jerseys! #ADayWithGrayson,2018-08-18 18:41:47,2018,August,8,Saturday,evening,False,graysonjallen surprises former high school coaches dukembb jerseys adaywithgrayson,,False,False,0,0,1,0
3832,3832,834563,30176358,2018-08-18 12:07:25 EDT,Video,From attending their skills academies to @graysonjallen playing against @kingjames & @kevindurant in the NBA! #ADayWithGrayson,2018-08-18 12:07:25,2018,August,8,Saturday,lunch,False,attending skills academies graysonjallen playing kingjames kevindurant nba adaywithgrayson,,False,False,0,1,1,0
3833,3833,678344,30176358,2018-08-18 11:43:21 EDT,Video,@ygtreceâ€™s TOP 3 PLAYS for the @okcthunder from this past season!! #BESTofNBA,2018-08-18 11:43:21,2018,August,8,Saturday,lunch,False,ygtreceâ top 3 plays okcthunder past season bestofnba,,False,False,4200000,1,1,0
3834,3834,807735,30176358,2018-08-18 09:49:20 EDT,Video,3??2??1?? the TOP 3 @okcthunder PLAYS from this past season!! #BESTofNBA,2018-08-18 09:49:20,2018,August,8,Saturday,morning,False,3 2 1 top 3 okcthunder plays past season bestofnba,,False,False,4200000,0,1,0
3835,3835,815439,30156239,2018-08-17 23:32:23 EDT,Video,@russwest44 hits the court while in Tokyo for his #WhyNotTour! #GlobalGame???? #ThisIsWhyWePlay,2018-08-17 23:32:23,2018,August,8,Friday,postgame,False,russwest44 hits court tokyo whynottour globalgame thisiswhyweplay,,False,False,0,1,1,0
3836,3836,809698,30156239,2018-08-17 20:56:41 EDT,Video,Get that weak stuff outta here! #NBABlockWeek,2018-08-17 20:56:41,2018,August,8,Friday,evening,False,get weak stuff outta nbablockweek,,False,False,0,0,1,0
3837,3837,257104,30156239,2018-08-17 16:33:40 EDT,Album,Continuing our TOP 60 SWATS countdown with 20-11! #NBABlockWeek,2018-08-17 16:33:40,2018,August,8,Friday,afternoon,False,continuing top 60 swats countdown 20 11 nbablockweek,,False,False,0,0,1,0
3838,3838,754398,30156239,2018-08-17 11:33:56 EDT,Video,3??2??1?? the TOP 3 @trailblazers PLAYS from this past season!! #BESTofNBA,2018-08-17 11:33:56,2018,August,8,Friday,lunch,False,3 2 1 top 3 trailblazers plays past season bestofnba,,False,False,1400000,0,1,0
3839,3839,688172,30156239,2018-08-17 09:04:18 EDT,Video,"???? a lil Friday Flashback to the #NBARooks Photo Shoot where @deandreayton & @therealmobamba stole the show, maybe!",2018-08-17 09:04:18,2018,August,8,Friday,morning,False,lil friday flashback nbarooks photo shoot deandreayton therealmobamba stole show maybe,,False,False,0,0,1,0
3840,3840,830836,30139192,2018-08-17 01:08:50 EDT,Video,Meet me at the rim... some of the BEST DENIED DUNKS from the 2017-18 season! #NBABlockWeek,2018-08-17 01:08:50,2018,August,8,Friday,deadzone,False,meet rim best denied dunks 2017 18 season nbablockweek,,False,False,0,0,1,0
3841,3841,314753,30139192,2018-08-16 21:24:03 EDT,Album,Continuing our TOP 60 SWATS countdown with 30-21! #NBABlockWeek,2018-08-16 21:24:03,2018,August,8,Thursday,night,False,continuing top 60 swats countdown 30 21 nbablockweek,,False,False,0,0,1,0
3842,3842,673789,30139192,2018-08-16 19:22:09 EDT,Video,@22wigginsâ€™ TOP 3 PLAYS for the @timberwolves from this past season!! #BESTofNBA,2018-08-16 19:22:09,2018,August,8,Thursday,evening,False,22wigginsâ top 3 plays timberwolves past season bestofnba,,False,False,1500000,0,1,0
3843,3843,622471,30139192,2018-08-16 16:39:16 EDT,Video,@karltownsâ€™ TOP 3 PLAYS for the @timberwolves from this past season!! #BESTofNBA,2018-08-16 16:39:16,2018,August,8,Thursday,afternoon,False,karltownsâ top 3 plays timberwolves past season bestofnba,,False,False,1500000,1,1,0
3844,3844,668350,30119944,2018-08-15 21:54:40 EDT,Video,One-on-one with @traeyoung at the RTP Jr. NBA Clinic! (repost @jrnba),2018-08-15 21:54:40,2018,August,8,Wednesday,night,False,one one traeyoung rtp jr nba clinic repost jrnba,,False,False,0,0,1,0
3845,3845,823257,30119944,2018-08-15 06:03:01 EDT,Video,3??2??1?? the TOP 3 @hornets PLAYS from this past season!! #BESTofNBA,2018-08-15 06:03:01,2018,August,8,Wednesday,deadzone,False,3 2 1 top 3 hornets plays past season bestofnba,,False,False,2200000,0,1,0
3846,3846,307692,30102603,2018-08-14 19:15:12 EDT,Photo,Wise words from @kingjames... @lindsaywhalen is a winner!,2018-08-14 19:15:12,2018,August,8,Tuesday,evening,False,wise words kingjames lindsaywhalen winner,,False,False,0,2,1,0
3847,3847,266358,30102603,2018-08-14 16:24:26 EDT,Album,Continuing our TOP 60 SWATS countdown with 50-41! #NBABlockWeek,2018-08-14 16:24:26,2018,August,8,Tuesday,afternoon,False,continuing top 60 swats countdown 50 41 nbablockweek,,False,False,0,0,1,0
3848,3848,754439,30102603,2018-08-14 10:45:35 EDT,Video,3??2??1?? the TOP 3 @atlhawks PLAYS from this past season!! #BESTofNBA,2018-08-14 10:45:35,2018,August,8,Tuesday,morning,False,3 2 1 top 3 atlhawks plays past season bestofnba,,False,False,1000000,0,1,0
3849,3849,809756,30084286,2018-08-13 23:48:30 EDT,Video,Shoutout to the lefties! #LeftHandersDay,2018-08-13 23:48:30,2018,August,8,Monday,postgame,False,shoutout lefties lefthandersday,,False,False,0,0,1,0
3850,3850,731919,30084286,2018-08-13 21:45:25 EDT,Video,?????? @dwyanewadeâ€™s TOP 3 PLAYS for the @miamiheat this past season!! #BESTofNBA,2018-08-13 21:45:25,2018,August,8,Monday,night,False,dwyanewadeâ top 3 plays miamiheat past season bestofnba,,False,False,3400000,1,1,0
3851,3851,802355,30084286,2018-08-13 20:28:12 EDT,Video,3??2??1?? the TOP 3 @miamiheat PLAYS from this past season!! #BESTofNBA,2018-08-13 20:28:12,2018,August,8,Monday,evening,False,3 2 1 top 3 miamiheat plays past season bestofnba,,False,False,3400000,0,1,0
3852,3852,302613,30084286,2018-08-13 18:28:57 EDT,Album,"The NBA family is deeply saddened to hear of the passing of longtime Pelicans & Thunder photographer, Layne Murdoch Sr. For nearly four decades, Layne enthusiastically documented NBA history with great passion. Our thoughts and prayers are with his family during this difficult time.",2018-08-13 18:28:57,2018,August,8,Monday,evening,False,nba family deeply saddened hear passing longtime pelicans thunder photographer layne murdoch sr nearly four decades layne enthusiastically documented nba history great passion thoughts prayers family difficult time,,False,False,5400000,0,1,0
3853,3853,262549,30084286,2018-08-13 15:09:54 EDT,Album,"To celebrate #NBABlockWeek, weâ€™re counting down the TOP 60 SWATS of the season... weâ€™ll start with 60-51!",2018-08-13 15:09:54,2018,August,8,Monday,afternoon,False,celebrate nbablockweek weâ counting top 60 swats season weâ start 60 51,,False,False,0,0,1,0
3854,3854,700236,30084286,2018-08-13 11:41:33 EDT,Video,â€œNuclear athleticism!!â€ ....@russwest44â€™s 2018 #NBAMixtape! #MixtapeMonday,2018-08-13 11:41:33,2018,August,8,Monday,lunch,False,â œnuclear athleticism â russwest44â 2018 nbamixtape mixtapemonday,,False,False,0,1,1,0
3855,3855,266124,30084286,2018-08-13 08:30:01 EDT,Photo,Join us in wishing @boogiecousins of the @warriors a HAPPY 28th BIRTHDAY! #NBABDAY,2018-08-13 08:30:01,2018,August,8,Monday,morning,False,join us wishing boogiecousins warriors happy 28th birthday nbabday,,False,False,12100000,0,1,0
3856,3856,274754,30069632,2018-08-12 19:53:37 EDT,Album,"The joy of victory. Representing Kansas, the Central Boys are the inaugural @jrnba Boys World Champions! #JrNBAWorldChampionship",2018-08-12 19:53:37,2018,August,8,Sunday,evening,False,joy victory representing kansas central boys inaugural jrnba boys world champions jrnbaworldchampionship,,False,False,0,0,1,0
3857,3857,275855,30069632,2018-08-12 18:07:55 EDT,Album,Ready for action! #NBARooks (??: @pottheiser),2018-08-12 18:07:55,2018,August,8,Sunday,evening,False,ready action nbarooks pottheiser,,False,False,0,0,1,0
3858,3858,241255,30069632,2018-08-12 17:05:24 EDT,Album,The #NBARooks are ELECTRIC! ???? (??: @brian_babs_babineau),2018-08-12 17:05:24,2018,August,8,Sunday,evening,False,nbarooks electric brian_babs_babineau,,False,False,0,0,1,0
