"","Engagements","Followers","Created","Type","Description","datetime","year","month","month_int","weekday","day_time","is_playoffs","clean_words","season_yr","is_season","is_finals","Followers_Mentioned","all_nba","league_type","same_day_post","num_ats","num_hash","Type_num","wkdy_num","day_time_num"
"3642",312825,30980005,"2018-09-28 00:56:15 EDT","Photo","Sacramento Proud... what are you looking forward to from the @SacramentoKings this NBA season? 
#ThisIsWhyWePlay #NBAMediaDay","2018-09-28 00:56:15",2018,"September",9,"Friday","postgame","False","sacramento proud looking forward sacramentokings nba season thisiswhyweplay nbamediaday",NA,"False","False",1100000,0,1,0,1,2,2,6,7
"3643",324930,30980005,"2018-09-27 20:18:06 EDT","Album","All Eyes North... what are your expectations for the @Timberwolves this NBA season?

#ThisIsWhyWePlay #NBAMediaDay","2018-09-27 20:18:06",2018,"September",9,"Thursday","evening","False","eyes north expectations timberwolves nba season thisiswhyweplay nbamediaday",NA,"False","False",1500000,0,1,0,1,2,3,5,5
"3644",281912,30980005,"2018-09-27 17:38:04 EDT","Album","For Rip City... what are you most looking forward to from the @trailblazers this NBA season?

#ThisIsWhyWePlay #NBAMediaDay","2018-09-27 17:38:04",2018,"September",9,"Thursday","evening","False","rip city looking forward trailblazers nba season thisiswhyweplay nbamediaday",NA,"False","False",1400000,0,1,0,1,2,3,5,5
"3645",281912,30980005,"2018-09-27 15:22:35 EDT","Photo","True to Atlanta... what are your HOPES for the @atlhawks this NBA season? #ThisIsWhyWePlay #NBAMediaDay","2018-09-27 15:22:35",2018,"September",9,"Thursday","afternoon","False","true atlanta hopes atlhawks nba season thisiswhyweplay nbamediaday",NA,"False","False",1000000,0,1,0,1,2,2,5,4
"3646",680258,30951224,"2018-09-27 11:11:24 EDT","Video","Current @BrooklynNets assistant coach & former NBA player, Pablo Prigioni, works out BKN rook @dzananmusa before practice! #NetsAllAccess","2018-09-27 11:11:24",2018,"September",9,"Thursday","lunch","False","current brooklynnets assistant coach former nba player pablo prigioni works bkn rook dzananmusa practice netsallaccess",NA,"False","False",1200000,0,1,0,2,1,1,5,3
"3647",332240,30951224,"2018-09-27 02:45:35 EDT","Photo","Bulls Nation... what are you most looking forward to from the @chicagobulls this upcoming NBA season? 
#ThisIsWhyWePlay #NBAMediaDay","2018-09-27 02:45:35",2018,"September",9,"Thursday","deadzone","False","bulls nation looking forward chicagobulls upcoming nba season thisiswhyweplay nbamediaday",NA,"False","False",4400000,0,1,0,1,2,2,5,1
"3648",332240,30951224,"2018-09-27 00:21:16 EDT","Album","For The North... what are your expectations for the @Raptors this upcoming NBA season? 
#ThisIsWhyWePlay #NBAMediaDay","2018-09-27 00:21:16",2018,"September",9,"Thursday","postgame","False","north expectations raptors upcoming nba season thisiswhyweplay nbamediaday",NA,"False","False",2400000,0,1,0,1,2,3,5,7
"3649",299355,30951224,"2018-09-26 22:31:10 EDT","Photo","Led by an All-Star backcourt... what are your HOPES for the @washwizards this upcoming NBA season? #ThisIsWhyWePlay #NBAMediaDay","2018-09-26 22:31:10",2018,"September",9,"Wednesday","night","False","led star backcourt hopes washwizards upcoming nba season thisiswhyweplay nbamediaday",NA,"False","False",1000000,0,1,0,1,2,2,4,6
"3650",854476,30951224,"2018-09-26 20:12:47 EDT","Video","?? the BEST PLAYS from all 8 players selected in todayâ€™s @NBA2KLeague Expansion Draft!","2018-09-26 20:12:47",2018,"September",9,"Wednesday","evening","False","best plays 8 players selected todayâ nba2kleague expansion draft",NA,"False","False",0,0,1,0,1,0,1,4,5
"3651",259723,30951224,"2018-09-26 16:26:32 EDT","Album","Whatâ€™s your outlook for the @brooklynnets this upcoming NBA season? #ThisIsWhyWePlay #NBAMediaDay","2018-09-26 16:26:32",2018,"September",9,"Wednesday","afternoon","False","whatâ outlook brooklynnets upcoming nba season thisiswhyweplay nbamediaday",NA,"False","False",1200000,0,1,0,1,2,3,4,4
"3652",273272,30951224,"2018-09-26 11:36:38 EDT","Photo","What are you most looking forward to from the @Pacers this season? 
#ThisIsWhyWePlay #NBAMediaDay","2018-09-26 11:36:38",2018,"September",9,"Wednesday","lunch","False","looking forward pacers season thisiswhyweplay nbamediaday",NA,"False","False",1500000,0,1,0,1,2,2,4,3
"3653",342014,30928279,"2018-09-26 08:25:09 EDT","Photo","?? How far you do YOU think the @celtics will go this upcoming NBA season? 
#ThisIsWhyWePlay #NBAMediaDay","2018-09-26 08:25:09",2018,"September",9,"Wednesday","morning","False","far think celtics go upcoming nba season thisiswhyweplay nbamediaday",NA,"False","False",4200000,0,1,0,1,2,2,4,2
"3654",306102,30928279,"2018-09-26 01:02:10 EDT","Photo","Doing it BIG... what are YOUR expectations for the @PelicansNBA this upcoming NBA season? 
#ThisIsWhyWePlay #NBAMediaDay","2018-09-26 01:02:10",2018,"September",9,"Wednesday","deadzone","False","big expectations pelicansnba upcoming nba season thisiswhyweplay nbamediaday",NA,"False","False",1200000,0,1,0,1,2,2,4,1
"3655",316898,30928279,"2018-09-25 23:25:42 EDT","Photo","Thunder Up... how far you do YOU think the @okcthunder will go this upcoming NBA season?

#ThisIsWhyWePlay #NBAMediaDay","2018-09-25 23:25:42",2018,"September",9,"Tuesday","night","False","thunder far think okcthunder go upcoming nba season thisiswhyweplay nbamediaday",NA,"False","False",4200000,0,1,0,1,2,2,3,6
"3656",316898,30928279,"2018-09-25 21:52:08 EDT","Photo","What are your HOPES for the @LAClippers this upcoming NBA season? 
#ThisIsWhyWePlay #NBAMediaDay","2018-09-25 21:52:08",2018,"September",9,"Tuesday","night","False","hopes laclippers upcoming nba season thisiswhyweplay nbamediaday",NA,"False","False",2100000,0,1,0,1,2,2,3,6
"3657",320721,30928279,"2018-09-25 20:20:03 EDT","Photo","?????? what are you most looking forward to from the @miamiheat this season? #ThisIsWhyWePlay #NBAMediaDay","2018-09-25 20:20:03",2018,"September",9,"Tuesday","evening","False","looking forward miamiheat season thisiswhyweplay nbamediaday",NA,"False","False",3400000,0,1,0,1,2,2,3,5
"3658",316898,30928279,"2018-09-25 18:37:26 EDT","Photo","Basketball, a mile high... what are your expectations for the @nuggets this upcoming NBA season? #ThisIsWhyWePlay #NBAMediaDay","2018-09-25 18:37:26",2018,"September",9,"Tuesday","evening","False","basketball mile high expectations nuggets upcoming nba season thisiswhyweplay nbamediaday",NA,"False","False",946000,0,1,0,1,2,2,3,5
"3659",320696,30928279,"2018-09-25 15:46:18 EDT","Photo","Ready to defend for #DubNation... what are you looking forward to from the @warriors this season? #ThisIsWhyWePlay #NBAMediaDay","2018-09-25 15:46:18",2018,"September",9,"Tuesday","afternoon","False","ready defend dubnation looking forward warriors season thisiswhyweplay nbamediaday",NA,"False","False",12100000,0,1,0,1,3,2,3,4
"3660",289285,30928279,"2018-09-25 11:31:22 EDT","Photo","Young bigs on the rise... what are your HOPES for the @orlandomagic this season? #ThisIsWhyWePlay #NBAMediaDay","2018-09-25 11:31:22",2018,"September",9,"Tuesday","lunch","False","young bigs rise hopes orlandomagic season thisiswhyweplay nbamediaday",NA,"False","False",894000,0,1,0,1,2,2,3,3
"3661",289224,30896174,"2018-09-25 10:07:48 EDT","Photo","Ready to grind... whatâ€™s YOUR outlook for the @memgrizz this NBA season? #ThisIsWhyWePlay #NBAMediaDay","2018-09-25 10:07:48",2018,"September",9,"Tuesday","morning","False","ready grind whatâ outlook memgrizz nba season thisiswhyweplay nbamediaday",NA,"False","False",740000,0,1,0,1,2,2,3,2
"3662",817502,30896174,"2018-09-25 08:59:27 EDT","Video","21 days from #KiaTipOff18... we showcase Dirk & Vince heading into their 21st seasons!","2018-09-25 08:59:27",2018,"September",9,"Tuesday","morning","False","21 days kiatipoff18 showcase dirk vince heading 21st seasons",NA,"False","False",0,1,1,0,0,1,1,3,2
"3663",329243,30896174,"2018-09-25 01:44:15 EDT","Album","?Coming off a trip to the Western Conference Finals... what do YOU expect from the @HoustonRockets this NBA season? ? ?#ThisIsWhyWePlay #NBAMediaDay ?","2018-09-25 01:44:15",2018,"September",9,"Tuesday","deadzone","False","coming trip western conference finals expect houstonrockets nba season thisiswhyweplay nbamediaday",NA,"False","False",3700000,0,1,0,1,2,3,3,1
"3664",406252,30896174,"2018-09-25 00:10:31 EDT","Photo","?For The Land... what are your hopes for the @cavs this upcoming NBA season?? ?#ThisIsWhyWePlay #NBAMediaDay ?","2018-09-25 00:10:31",2018,"September",9,"Tuesday","postgame","False","land hopes cavs upcoming nba season thisiswhyweplay nbamediaday",NA,"False","False",7200000,0,1,0,1,2,2,3,7
"3665",317373,30896174,"2018-09-24 22:59:01 EDT","Photo","?What do YOU expect from the @bucks this upcoming NBA season?? ?#ThisIsWhyWePlay #NBAMediaDay ?","2018-09-24 22:59:01",2018,"September",9,"Monday","night","False","expect bucks upcoming nba season thisiswhyweplay nbamediaday",NA,"False","False",1800000,0,1,0,1,2,2,2,6
"3666",312338,30896174,"2018-09-24 20:49:54 EDT","Photo","What are YOUR expectations for the @nyknicks this upcoming NBA season? #ThisIsWhyWePlay #NBAMediaDay","2018-09-24 20:49:54",2018,"September",9,"Monday","evening","False","expectations nyknicks upcoming nba season thisiswhyweplay nbamediaday",NA,"False","False",2000000,0,1,0,1,2,2,2,5
"3667",348202,30896174,"2018-09-24 19:09:49 EDT","Photo","A new chapter for one of the greats begins in LA... what are your HOPES for the @lakers this upcoming NBA season? #ThisIsWhyWePlay #NBAMediaDay","2018-09-24 19:09:49",2018,"September",9,"Monday","evening","False","new chapter one greats begins la hopes lakers upcoming nba season thisiswhyweplay nbamediaday",NA,"False","False",10500000,0,1,0,1,2,2,2,5
"3668",809741,30896174,"2018-09-24 18:20:36 EDT","Video","For #DubNation. #NBAMediaDay","2018-09-24 18:20:36",2018,"September",9,"Monday","evening","False","dubnation nbamediaday",NA,"False","False",0,0,1,0,0,2,1,2,5
"3669",763923,30896174,"2018-09-24 16:54:36 EDT","Video","@boogiecousins takes his official @warriors portraits! #NBAMediaDay","2018-09-24 16:54:36",2018,"September",9,"Monday","afternoon","False","boogiecousins takes official warriors portraits nbamediaday",NA,"False","False",12100000,0,1,1,2,1,1,2,4
"3670",988161,30896174,"2018-09-24 16:23:08 EDT","Video","@kingjames checks in during his sixteenth #NBAMediaDay","2018-09-24 16:23:08",2018,"September",9,"Monday","afternoon","False","kingjames checks sixteenth nbamediaday",NA,"False","False",0,2,1,1,1,1,1,2,4
"3671",287255,30896174,"2018-09-24 16:17:11 EDT","Photo","No. 0 for the @warriors... @boogiecousins! #NBAMediaDay","2018-09-24 16:17:11",2018,"September",9,"Monday","afternoon","False","0 warriors boogiecousins nbamediaday",NA,"False","False",12100000,0,1,1,2,1,2,2,4
"3672",300575,30896174,"2018-09-24 15:42:04 EDT","Photo","???? Back-to-back #NBAFinals MVP. #NBAMediaDay","2018-09-24 15:42:04",2018,"September",9,"Monday","afternoon","False","back back nbafinals mvp nbamediaday",NA,"False","False",0,0,1,1,0,2,2,2,4
"3673",298181,30896174,"2018-09-24 15:29:21 EDT","Photo","Standing Tall! #NBAMediaDay","2018-09-24 15:29:21",2018,"September",9,"Monday","afternoon","False","standing tall nbamediaday",NA,"False","False",0,0,1,1,0,1,2,2,4
"3674",333166,30896174,"2018-09-24 15:22:24 EDT","Photo","#23 for the @lakers, @kingjames! #NBAMediaDay","2018-09-24 15:22:24",2018,"September",9,"Monday","afternoon","False","23 lakers kingjames nbamediaday",NA,"False","False",8400000,2,1,1,2,2,2,2,4
"3675",822282,30896174,"2018-09-24 15:18:06 EDT","Video","@kingjames gets his first @lakers portraits taken by @adbphotoinc! #NBAMediaDay","2018-09-24 15:18:06",2018,"September",9,"Monday","afternoon","False","kingjames gets first lakers portraits taken adbphotoinc nbamediaday",NA,"False","False",8400000,2,1,1,3,1,1,2,4
"3676",336504,30896174,"2018-09-24 14:56:49 EDT","Album","#NBAKicks from the @celtics for their #NBAMediaDay!","2018-09-24 14:56:49",2018,"September",9,"Monday","afternoon","False","nbakicks celtics nbamediaday",NA,"False","False",4200000,0,1,0,1,2,3,2,4
"3677",285124,30896174,"2018-09-24 10:45:06 EDT","Photo","2x Defensive Player of the Year. 2014 NBA Finals MVP. New @raptors threads for Kawhi Leonard! #NBAMediaDay","2018-09-24 10:45:06",2018,"September",9,"Monday","morning","False","2x defensive player year 2014 nba finals mvp new raptors threads kawhi leonard nbamediaday",NA,"False","False",2400000,1,1,0,1,1,2,2,2
"3678",337518,30849233,"2018-09-22 11:34:01 EDT","Photo","Caption that! #ThisIsWhyWePlay #NBAMediaDay","2018-09-22 11:34:01",2018,"September",9,"Saturday","lunch","False","caption thisiswhyweplay nbamediaday",NA,"False","False",0,0,1,0,0,2,2,7,3
"3679",305572,30824729,"2018-09-21 20:21:40 EDT","Album","Coming off their return to the Playoffs, what are YOUR expectations for the @sixers this NBA season? #ThisIsWhyWePlay #NBAMediaDay","2018-09-21 20:21:40",2018,"September",9,"Friday","evening","False","coming return playoffs expectations sixers nba season thisiswhyweplay nbamediaday",NA,"False","False",1900000,0,1,0,1,2,3,6,5
"3680",265117,30824729,"2018-09-21 17:35:41 EDT","Photo","What are YOUR HOPES for the @dallasmavs this NBA season? #ThisIsWhyWePlay #NBAMediaDay","2018-09-21 17:35:41",2018,"September",9,"Friday","evening","False","hopes dallasmavs nba season thisiswhyweplay nbamediaday",NA,"False","False",1200000,0,1,0,1,2,2,6,5
"3681",609700,30824729,"2018-09-21 16:57:43 EDT","Video","As he goes through his 21st #NBAMediaDay with the @DallasMavs... we flash back to @swish41's first as a rookie ahead of the 1998-99 season! (repost @nbahistory)","2018-09-21 16:57:43",2018,"September",9,"Friday","afternoon","False","goes 21st nbamediaday dallasmavs flash back swish41 first rookie ahead 1998 99 season repost nbahistory",NA,"False","False",1200000,1,1,0,3,1,1,6,4
"3682",265117,30824729,"2018-09-21 13:17:23 EDT","Album","Get ready for the new NBA season with the latest gear from @nbastore!","2018-09-21 13:17:23",2018,"September",9,"Friday","afternoon","False","get ready new nba season latest gear nbastore",NA,"False","False",0,0,1,0,1,0,3,6,4
"3683",799842,30806789,"2018-09-21 06:19:01 EDT","Video","3??2??1?? @joelembiidâ€˜s TOP 3 SWATS for the @sixers this past season!","2018-09-21 06:19:01",2018,"September",9,"Friday","deadzone","False","3 2 1 joelembiidâ top 3 swats sixers past season",NA,"False","False",1900000,1,1,0,2,0,1,6,1
"3684",799842,30806789,"2018-09-21 00:33:34 EDT","Video","3??2??1?? @giannis_an34â€˜s TOP 3 SWATS for the @bucks this past season!","2018-09-21 00:33:34",2018,"September",9,"Friday","postgame","False","3 2 1 giannis_an34â top 3 swats bucks past season",NA,"False","False",1800000,1,1,0,2,0,1,6,7
"3685",328477,30806789,"2018-09-20 22:16:54 EDT","Photo","Battleknit 2.0. The new Nike #LeBron16 â€œFresh Bredâ€ ?? is now available in stores and online @footlocker!","2018-09-20 22:16:54",2018,"September",9,"Thursday","night","False","battleknit 2 0 new nike lebron16 â œfresh bredâ available stores online footlocker",NA,"False","False",0,2,1,0,1,1,2,5,6
"3686",720137,30806789,"2018-09-20 14:11:53 EDT","Video","3??2??1?? @spidadmitchellâ€˜s TOP 3 CROSSOVERS for the @utahjazz this past season!","2018-09-20 14:11:53",2018,"September",9,"Thursday","afternoon","False","3 2 1 spidadmitchellâ top 3 crossovers utahjazz past season",NA,"False","False",814000,0,1,0,2,0,1,5,4
"3687",799857,30775900,"2018-09-20 05:45:34 EDT","Video","3??2??1?? @_kw15â€™s TOP 3 CROSSOVERS for the @hornets this past season!","2018-09-20 05:45:34",2018,"September",9,"Thursday","deadzone","False","3 2 1 _kw15â top 3 crossovers hornets past season",NA,"False","False",2200000,1,1,0,2,0,1,5,1
"3688",720150,30775900,"2018-09-19 18:19:31 EDT","Video","3??2??1?? @cp3â€™s TOP 3 CROSSOVERS for the @houstonrockets this past season!","2018-09-19 18:19:31",2018,"September",9,"Wednesday","evening","False","3 2 1 cp3â top 3 crossovers houstonrockets past season",NA,"False","False",3700000,0,1,0,2,0,1,4,5
"3689",817546,30775900,"2018-09-19 12:31:57 EDT","Video","What are YOUR HOPES for the upcoming NBA season? â€¢â€¢â€¢
#ThisIsWhyWePlay
The season tips off October 16th!","2018-09-19 12:31:57",2018,"September",9,"Wednesday","lunch","False","hopes upcoming nba season â â â thisiswhyweplay season tips october 16th",NA,"False","False",0,0,1,0,0,1,1,4,3
"3690",978353,30775900,"2018-09-19 09:27:32 EDT","Video","3??2??1?? @kyrieirvingâ€™s TOP 3 CROSSOVERS for the @celtics this past season!","2018-09-19 09:27:32",2018,"September",9,"Wednesday","morning","False","3 2 1 kyrieirvingâ top 3 crossovers celtics past season",NA,"False","False",4200000,2,1,0,2,0,1,4,2
"3691",779535,30761540,"2018-09-18 20:23:15 EDT","Video","3??2??1???? @joelembiidâ€™s TOP 3 DUNKS for the @sixers this past season!","2018-09-18 20:23:15",2018,"September",9,"Tuesday","evening","False","3 2 1 joelembiidâ top 3 dunks sixers past season",NA,"False","False",1900000,1,1,0,2,0,1,3,5
"3692",732734,30761540,"2018-09-18 13:23:55 EDT","Video","28 days til #KiaTipOff18... we showcase @dbookâ€™s 28 in the final round!","2018-09-18 13:23:55",2018,"September",9,"Tuesday","afternoon","False","28 days til kiatipoff18 showcase dbookâ 28 final round",NA,"False","False",0,0,1,0,1,1,1,3,4
"3693",733008,30737718,"2018-09-18 08:36:06 EDT","Video","3??2??1???? @vicoladipoâ€™s TOP 3 DUNKS for the @pacers this past season!","2018-09-18 08:36:06",2018,"September",9,"Tuesday","morning","False","3 2 1 vicoladipoâ top 3 dunks pacers past season",NA,"False","False",1500000,1,1,0,2,0,1,3,2
"3694",861539,30737718,"2018-09-17 21:16:01 EDT","Video","@therealmobamba has some fun while shopping in Orlando ?? #ADayWithMo","2018-09-17 21:16:01",2018,"September",9,"Monday","night","False","therealmobamba fun shopping orlando adaywithmo",NA,"False","False",894000,0,1,0,1,1,1,2,6
"3695",723529,30737718,"2018-09-17 19:09:28 EDT","Video","@orlandomagic rook @therealmobamba picks up some new supplies for his new home in Orlando! #ADayWithMo","2018-09-17 19:09:28",2018,"September",9,"Monday","evening","False","orlandomagic rook therealmobamba picks new supplies new home orlando adaywithmo",NA,"False","False",894000,0,1,0,2,1,1,2,5
"3696",720176,30737718,"2018-09-17 14:58:13 EDT","Video","3??2??1???? @jaytatum0â€™s TOP 3 DUNKS for the @celtics this past season!","2018-09-17 14:58:13",2018,"September",9,"Monday","afternoon","False","3 2 1 jaytatum0â top 3 dunks celtics past season",NA,"False","False",4200000,0,1,0,2,0,1,2,4
"3697",733008,30737718,"2018-09-17 10:07:52 EDT","Video","3??2??1???? @giannis_an34â€™s TOP 3 DUNKS for the @bucks this past season!","2018-09-17 10:07:52",2018,"September",9,"Monday","morning","False","3 2 1 giannis_an34â top 3 dunks bucks past season",NA,"False","False",1800000,1,1,0,2,0,1,2,2
"3698",311709,30719053,"2018-09-16 20:36:23 EDT","Photo","One Last Dance. (repost @dwyanewade)","2018-09-16 20:36:23",2018,"September",9,"Sunday","evening","False","one last dance repost dwyanewade",NA,"False","False",0,1,1,0,1,0,2,1,5
"3699",239447,30719053,"2018-09-16 18:57:36 EDT","Album","Keeping busy.. 55 current players & 38 retired players visited 26 countries on 6 continents to spread & share the game this summer! #GlobalGame???? #ThisIsWhyWePlay","2018-09-16 18:57:36",2018,"September",9,"Sunday","evening","False","keeping busy 55 current players 38 retired players visited 26 countries 6 continents spread share game summer globalgame thisiswhyweplay",NA,"False","False",0,0,1,0,0,2,3,1,5
"3700",1077014,30719053,"2018-09-16 12:06:15 EDT","Video","30 days from #KiaTipOff18... we flashback to @KingJames scoring his 30,000th point, this past January in San Antonio!","2018-09-16 12:06:15",2018,"September",9,"Sunday","lunch","False","30 days kiatipoff18 flashback kingjames scoring 30 000th point past january san antonio",NA,"False","False",2600000,2,1,0,1,1,1,1,3
"3701",767644,30696638,"2018-09-15 21:20:40 EDT","Video","@manuginobili's son, Nico, had one last pitch to keep his father from retiringâ€¦

Chicken tenders from the @attcenter. ?? #GraciasManu (repost @spurs)","2018-09-15 21:20:40",2018,"September",9,"Saturday","night","False","manuginobili son nico one last pitch keep father retiringâ chicken tenders attcenter graciasmanu repost spurs",NA,"False","False",2600000,0,1,0,3,1,1,7,6
"3702",335677,30696638,"2018-09-15 19:43:59 EDT","Album","Get ready for the new NBA season with fresh gear from @nbastore!","2018-09-15 19:43:59",2018,"September",9,"Saturday","evening","False","get ready new nba season fresh gear nbastore",NA,"False","False",0,0,1,0,1,0,3,7,5
"3703",284105,30696638,"2018-09-15 09:12:38 EDT","Photo","All smiles! 30?? x 10?? x ???? @neymarjr (repost @stephencurry30)","2018-09-15 09:12:38",2018,"September",9,"Saturday","morning","False","smiles 30 x 10 x neymarjr repost stephencurry30",NA,"False","False",0,2,1,0,2,0,2,7,2
"3704",253239,30663885,"2018-09-14 08:10:07 EDT","Photo","Join us in wishing @JimmyButler of the @Timberwolves a HAPPY 29th BIRTHDAY! #NBABDAY","2018-09-14 08:10:07",2018,"September",9,"Friday","morning","False","join us wishing jimmybutler timberwolves happy 29th birthday nbabday",NA,"False","False",1500000,1,1,0,2,1,2,6,2
"3705",204974,30645418,"2018-09-13 08:36:12 EDT","Album","Congrats to the 2018 All-@wnba first & second teams! #WatchMeWork","2018-09-13 08:36:12",2018,"September",9,"Thursday","morning","False","congrats 2018 wnba first second teams watchmework",NA,"False","False",0,0,2,0,1,1,3,5,2
"3706",298754,30645418,"2018-09-12 22:15:31 EDT","Photo","The regular season MVP... and now #WNBAFinals MVP, @breannastewart30!","2018-09-12 22:15:31",2018,"September",9,"Wednesday","night","False","regular season mvp wnbafinals mvp breannastewart30",NA,"False","False",0,0,2,1,1,1,2,4,6
"3707",188034,30645418,"2018-09-12 22:06:27 EDT","Photo","The CHAMPS... congrats to the 2018 @wnba champion @seattlestorm!","2018-09-12 22:06:27",2018,"September",9,"Wednesday","night","False","champs congrats 2018 wnba champion seattlestorm",NA,"False","False",0,0,2,1,2,0,2,4,6
"3708",225247,30645418,"2018-09-12 08:43:26 EDT","Photo","The @seattlestorm look to secure the title, while the @washmystics look to force a Game 4 in the #WNBAFinals presented by @youtube TV!","2018-09-12 08:43:26",2018,"September",9,"Wednesday","morning","False","seattlestorm look secure title washmystics look force game 4 wnbafinals presented youtube tv",NA,"False","False",0,0,2,0,3,1,2,4,2
"3709",609777,30627312,"2018-09-11 16:11:23 EDT","Video","â€œPut in the work and itâ€™s EASY MONEYâ€ - @kobebryant  I learned so much and was in awe to see the footwork in person. Thanks @alexbazzell24 for setting it up! Here to prove older dogs can learn new tricks! #2019 (repost @candaceparker)","2018-09-11 16:11:23",2018,"September",9,"Tuesday","afternoon","False","â œput work itâ easy moneyâ kobebryant learned much awe see footwork person thanks alexbazzell24 setting prove older dogs learn new tricks 2019 repost candaceparker",NA,"False","False",0,0,1,0,3,1,1,3,4
"3710",680369,30627312,"2018-09-11 11:56:10 EDT","Video","The #NBA2K19 Standard Edition featuring @Giannis_An34 is available! Get your copy of @NBA2K now nba.2k.com/buy","2018-09-11 11:56:10",2018,"September",9,"Tuesday","lunch","False","nba2k19 standard edition featuring giannis_an34 available get copy nba2k nba 2k com buy",NA,"False","False",0,1,1,0,2,1,1,3,3
"3711",732800,30613042,"2018-09-10 16:53:03 EDT","Video","The Fresh Prince of Philadelphia.... @bensimmonsâ€™ rookie season #NBAMixtape!","2018-09-10 16:53:03",2018,"September",9,"Monday","afternoon","False","fresh prince philadelphia bensimmonsâ rookie season nbamixtape",NA,"False","False",1900000,1,1,0,1,1,1,2,4
"3712",236897,30586755,"2018-09-10 10:31:31 EDT","Album","Recently released at the @nbastore... ????@mitchellness 1997-98 @chicagobulls authentic jersey! #MJMondays","2018-09-10 10:31:31",2018,"September",9,"Monday","morning","False","recently released nbastore mitchellness 1997 98 chicagobulls authentic jersey mjmondays",NA,"False","False",4400000,0,1,0,3,1,3,2,2
"3713",283035,30586755,"2018-09-09 18:14:59 EDT","Photo","The @seattlestorm take 2-0 lead in the #WNBAFinals presented by @youtube TV with 75-73 victory!","2018-09-09 18:14:59",2018,"September",9,"Sunday","evening","False","seattlestorm take 2 0 lead wnbafinals presented youtube tv 75 73 victory",NA,"False","False",0,0,2,0,2,1,2,1,5
"3714",154556,30586755,"2018-09-09 14:10:31 EDT","Photo","Congratulations to the @lvaces' @aja22wilson on being unanimously selected for Rookie of the Year after leading rookies in PTS, REB & BLK! (repost @wnba)","2018-09-09 14:10:31",2018,"September",9,"Sunday","afternoon","False","congratulations lvaces aja22wilson unanimously selected rookie year leading rookies pts reb blk repost wnba",NA,"False","False",0,0,2,0,3,0,2,1,4
"3715",234810,30586755,"2018-09-09 11:32:02 EDT","Photo","The @seattlestorm look to take 2-0 lead while the @washmystics look to even up the #WNBAFinals presented by @youtube TV 1-1!","2018-09-09 11:32:02",2018,"September",9,"Sunday","lunch","False","seattlestorm look take 2 0 lead washmystics look even wnbafinals presented youtube tv 1 1",NA,"False","False",0,0,2,0,3,1,2,1,3
"3716",307249,30566280,"2018-09-08 22:02:57 EDT","Album","?? shop the new @stancehoops #HardwoodClassics socks from @nbastore! ??","2018-09-08 22:02:57",2018,"September",9,"Saturday","night","False","shop new stancehoops hardwoodclassics socks nbastore",NA,"False","False",0,0,1,0,2,1,3,7,6
"3717",320187,30566280,"2018-09-08 16:17:10 EDT","Album","The brotherhood! #ThisIsWhyWePlay","2018-09-08 16:17:10",2018,"September",9,"Saturday","afternoon","False","brotherhood thisiswhyweplay",NA,"False","False",0,0,1,0,0,1,3,7,4
"3718",320187,30566280,"2018-09-08 12:07:06 EDT","Photo","2011 champs!","2018-09-08 12:07:06",2018,"September",9,"Saturday","lunch","False","2011 champs",NA,"False","False",0,0,1,0,0,0,2,7,3
"3719",277211,30554242,"2018-09-07 23:33:48 EDT","Photo","The @seattlestorm take 1-0 series lead in the 2018 #WNBAFinals presented by @youtube TV with 89-76 victory!","2018-09-07 23:33:48",2018,"September",9,"Friday","postgame","False","seattlestorm take 1 0 series lead 2018 wnbafinals presented youtube tv 89 76 victory",NA,"False","False",0,0,2,0,2,1,2,6,7
"3720",305030,30554242,"2018-09-07 22:43:39 EDT","Photo","Miami representing for @trayfour!","2018-09-07 22:43:39",2018,"September",9,"Friday","night","False","miami representing trayfour",NA,"False","False",3400000,0,1,1,1,0,2,6,6
"3721",335640,30554242,"2018-09-07 22:42:31 EDT","Photo","Congrats fellas... #18HoopClass legends!","2018-09-07 22:42:31",2018,"September",9,"Friday","night","False","congrats fellas 18hoopclass legends",NA,"False","False",0,0,1,1,0,1,2,6,6
"3722",277211,30554242,"2018-09-07 22:23:05 EDT","Photo","Welcome to the @hoophall, @trayfour! #18HoopClass","2018-09-07 22:23:05",2018,"September",9,"Friday","night","False","welcome hoophall trayfour 18hoopclass",NA,"False","False",0,0,1,1,2,1,2,6,6
"3723",277211,30554242,"2018-09-07 22:00:09 EDT","Photo","Welcome to the @hoophall, @stevenash! #18HoopClass","2018-09-07 22:00:09",2018,"September",9,"Friday","night","False","welcome hoophall stevenash 18hoopclass",NA,"False","False",0,0,1,1,2,1,2,6,6
"3724",799713,30554242,"2018-09-07 21:51:34 EDT","Video","""I want to thank the fans. That's why we're here. There's interest and demand for this game."" - @SteveNash 
#ThisIsWhyWePlay #18HoopClass","2018-09-07 21:51:34",2018,"September",9,"Friday","night","False","want thank fans interest demand game stevenash thisiswhyweplay 18hoopclass",NA,"False","False",0,0,1,1,1,2,1,6,6
"3725",277211,30554242,"2018-09-07 21:33:48 EDT","Photo","Welcome to the @hoophall, @iamtinathompson! #18HoopClass","2018-09-07 21:33:48",2018,"September",9,"Friday","night","False","welcome hoophall iamtinathompson 18hoopclass",NA,"False","False",0,0,1,1,2,1,2,6,6
